county_name,district_code,district_name,general_tax_rate,effective_tax_rate
HUNTERDON,1023,STOCKTON BORO,2.076,2.0750768783260347
HUNTERDON,1024,TEWKSBURY TWP,2.218,2.147222378483451
HUNTERDON,1025,UNION TWP,2.932,2.388129662290743
HUNTERDON,1026,WEST AMWELL TWP,2.27,2.395155426548107
MERCER,1101,EAST WINDSOR TWP,3.286,3.041290598756166
MERCER,1102,EWING TWP,3.459,3.481794921632676
MERCER,1103,HAMILTON TWP,2.903,2.735721364028115
MERCER,1104,HIGHTSTOWN BORO,4.413,3.7563132105765775
MERCER,1105,HOPEWELL BORO,3.0269999999999997,2.8562283833437916
MERCER,1106,HOPEWELL TWP,2.883,2.7056504586755956
MERCER,1107,LAWRENCE TWP,2.9019999999999997,2.725409991140335
MERCER,1108,PENNINGTON BORO,2.749,2.698386415314488
MERCER,1111,TRENTON CITY,5.535,5.1228631623368495
MERCER,1112,ROBBINSVILLE TWP,2.956,2.74473507186838
MERCER,1113,WEST WINDSOR TWP,2.804,2.490332416006051
MERCER,1114,PRINCETON,2.42,2.004087318938653
MIDDLESEX,1201,CARTERET BORO,2.876,2.559093494791286
MIDDLESEX,1202,CRANBURY TWP,1.7799999999999998,1.7154101369426231
MIDDLESEX,1203,DUNELLEN BORO,3.2479999999999998,3.262147116176866
MIDDLESEX,1204,EAST BRUNSWICK TWP,11.129999999999999,2.7802140749136655
MIDDLESEX,1205,EDISON TWP,5.6290000000000004,2.1263348995963685
MIDDLESEX,1206,HELMETTA BORO,3.062,2.6156462828084117
MIDDLESEX,1207,HIGHLAND PARK BORO,8.408999999999999,3.4674062236884002
MIDDLESEX,1208,JAMESBURG BORO,6.189,3.3565862453356283
MIDDLESEX,1209,METUCHEN BORO,6.143000000000001,2.669737119898878
MIDDLESEX,1210,MIDDLESEX BORO,9.421999999999999,2.997292034408987
MIDDLESEX,1211,MILLTOWN BORO,6.308000000000001,2.8978110224986735
MIDDLESEX,1212,MONROE TWP,2.513,2.0522468149829014
MIDDLESEX,1213,NEW BRUNSWICK CITY,2.4699999999999998,2.372975274236586
MIDDLESEX,1214,NORTH BRUNSWICK TWP,5.7860000000000005,3.0483981068454353
MIDDLESEX,1215,OLD BRIDGE TWP,5.032,2.1018174724946164
MIDDLESEX,1216,PERTH AMBOY CITY,2.9779999999999998,2.823013170258369
MIDDLESEX,1217,PISCATAWAY TWP,2.2689999999999997,2.176743710640684
MIDDLESEX,1218,PLAINSBORO TWP,2.347,2.3168958395494963
MIDDLESEX,1219,SAYREVILLE BORO,5.345000000000001,2.432096995348676
MIDDLESEX,1220,SOUTH AMBOY CITY,2.8169999999999997,2.6507228964902376
MIDDLESEX,1221,SOUTH BRUNSWICK TWP,5.04,1.9842493962066414
MIDDLESEX,1222,SOUTH PLAINFIELD BORO,6.346,2.095560657522523
MIDDLESEX,1223,SOUTH RIVER BORO,2.287,2.382571449176995
MIDDLESEX,1224,SPOTSWOOD BORO,3.399,2.950137191189447
MIDDLESEX,1225,WOODBRIDGE TWP,10.667,2.8761736753544427
MONMOUTH,1301,ABERDEEN TWP,2.536,2.437264224976103
MONMOUTH,1302,ALLENHURST BORO,0.791,0.6775052094680503
MONMOUTH,1303,ALLENTOWN BORO,2.951,2.8845619112806298
MONMOUTH,1304,ASBURY PARK CITY,1.575,1.6585580623174845
MONMOUTH,1305,ATLANTIC HIGHLANDS BORO,1.988,1.9595622170326839
MONMOUTH,1306,AVON BY THE SEA BORO,1.2,1.0050863502034575
MONMOUTH,1307,BELMAR BORO,1.345,1.2465817701777304
MONMOUTH,1308,BRADLEY BEACH BORO,1.222,1.2436933369054033
MONMOUTH,1309,BRIELLE BORO,1.6369999999999998,1.6173321754307974
MONMOUTH,1310,COLTS NECK TOWNSHIP,1.7639999999999998,1.7283722206943801
MONMOUTH,1311,DEAL BORO,0.714,0.6188937738462319
MONMOUTH,1312,EATONTOWN BORO,2.28,2.2084349669000476
MONMOUTH,1313,ENGLISHTOWN BORO,2.226,2.223665381282643
MONMOUTH,1314,FAIR HAVEN BORO,1.843,1.8650268265410659
MONMOUTH,1315,FARMINGDALE BORO,2.2689999999999997,2.2622048258094605
MONMOUTH,1316,FREEHOLD BORO,2.662,2.6273440369343675
MONMOUTH,1317,FREEHOLD TWP,2.13,2.1187600665051765
MONMOUTH,1318,HAZLET TWP,2.502,2.5282511156037
MONMOUTH,1319,HIGHLANDS BORO,2.484,2.5611071256560907
MONMOUTH,1320,HOLMDEL TWP,2.0389999999999997,2.0082731918244865
MONMOUTH,1321,HOWELL TWP,2.2399999999999998,2.148643404435036
MONMOUTH,1322,INTERLAKEN BORO,1.208,1.1434385001361438
MONMOUTH,1323,KEANSBURG BORO,4.007000000000001,3.1830150849796026
MONMOUTH,1324,KEYPORT BORO,2.5429999999999997,2.560725896625903
MONMOUTH,1325,LITTLE SILVER BORO,2.0269999999999997,1.9660369743769543
MONMOUTH,1326,LOCH ARBOUR VILLAGE,0.704,0.980993014051456
MONMOUTH,1327,LONG BRANCH CITY,2.09,2.004566003673935
MONMOUTH,1328,MANALAPAN TWP,2.008,1.9240075412590991
MONMOUTH,1329,MANASQUAN BORO,1.5799999999999998,1.3284078465032036
MONMOUTH,1330,MARLBORO TWP,2.263,2.003087558841502
MONMOUTH,1331,MATAWAN BORO,2.7359999999999998,2.6936675885860724
MONMOUTH,1332,MIDDLETOWN TWP,2.138,2.1140671847663004
MONMOUTH,1333,MILLSTONE TWP,2.28,2.1375394989159977
MONMOUTH,1334,MONMOUTH BEACH BORO,1.226,1.1987886582952487
MONMOUTH,1335,NEPTUNE TWP,2.0189999999999997,2.008486103549555
MONMOUTH,1336,NEPTUNE CITY BORO,2.291,2.1905158278801746
MONMOUTH,1337,OCEAN TWP,1.94,1.964996743649966
MONMOUTH,1338,OCEANPORT BORO,1.8279999999999998,1.8386671902885436
MONMOUTH,1339,RED BANK BORO,2.272,2.1557941902371884
MONMOUTH,1340,ROOSEVELT BORO,3.074,2.9193460185385653
MONMOUTH,1341,RUMSON BORO,1.4329999999999998,1.4303321587883617
MONMOUTH,1342,SEA BRIGHT BORO,1.2839999999999998,1.1834890771940885
MONMOUTH,1343,SEA GIRT BORO,0.664,0.6404980752057227
MONMOUTH,1344,SHREWSBURY BORO,2.1229999999999998,2.1062314800463233
MONMOUTH,1345,SHREWSBURY TWP,2.465,2.994315689165957
MONMOUTH,1346,SOUTH BELMAR BORO,1.426,1.4839807326243564
MONMOUTH,1347,SPRING LAKE BORO,0.618,0.6016981479280715
MONMOUTH,1348,SPRING LAKE HEIGHTS BOR,1.3579999999999999,1.3681171586044651
MONMOUTH,1349,TINTON FALLS BORO,1.9369999999999998,1.8878068574669467
MONMOUTH,1350,UNION BEACH BORO,2.516,2.5328340318068943
MONMOUTH,1351,UPPER FREEHOLD TWP,2.4139999999999997,2.3039386518782305
MONMOUTH,1352,WALL TWP,1.92,1.737831469643169
MONMOUTH,1353,WEST LONG BRANCH BORO,2.0549999999999997,1.9473985139186953
MORRIS,1401,BOONTON TOWN,2.9899999999999998,2.7224242293378516
MORRIS,1402,BOONTON TWP,2.347,2.105080702433958
MORRIS,1403,BUTLER BORO,3.7359999999999998,2.7832739188412177
MORRIS,1404,CHATHAM BORO,2.1189999999999998,1.6991734727257928
MORRIS,1405,CHATHAM TWP,1.8929999999999998,1.6743757505967922
MORRIS,1406,CHESTER BORO,2.703,2.768567716687901
MORRIS,1407,CHESTER TWP,2.3729999999999998,2.3023564405720403
MORRIS,1408,DENVILLE TWP,2.512,2.3274492005971963
MORRIS,1409,DOVER TOWN,2.8449999999999998,2.5615672654310577
MORRIS,1410,EAST HANOVER TWP,2.3899999999999997,1.8450014048440357
MORRIS,1411,FLORHAM PARK BORO,1.567,1.5138722401330569
MORRIS,1412,HANOVER TWP,1.8099999999999998,1.683374994565549
MORRIS,1413,HARDING TWP,1.0939999999999999,1.0302202966692708
MORRIS,1414,JEFFERSON TWP,2.662,2.711063156116304
MORRIS,1415,KINNELON BORO,2.647,2.608124806222208
MORRIS,1416,LINCOLN PARK BORO,2.823,2.655150366447417
MORRIS,1417,MADISON BORO,2.005,1.6113086268775625
MORRIS,1418,MENDHAM BORO,2.3009999999999997,2.1389060984371437
MORRIS,1419,MENDHAM TWP,2.199,2.179003741561343
MORRIS,1420,MINE HILL TWP,2.67,2.498138016373455
MORRIS,1421,MONTVILLE TWP,2.431,2.199904926257702
MORRIS,1422,MORRIS TWP,1.8619999999999999,1.7495571713249547
MORRIS,1423,MORRIS PLAINS BORO,2.388,2.156544808986692
MORRIS,1424,MORRISTOWN TOWN,2.883,2.117717493762346
MORRIS,1425,MOUNTAIN LAKES BORO,2.802,2.571289826483133
MORRIS,1426,MOUNT ARLINGTON BORO,2.69,2.2857894936761123
MORRIS,1427,MOUNT OLIVE TWP,3.215,3.006692410419811
MORRIS,1428,NETCONG BORO,3.076,3.2659963791118893
MORRIS,1429,PARSIPPANY TR HLS TWP,3.03,2.514173953018482
MORRIS,1430,LONG HILL TWP,2.423,2.303497100877638
MORRIS,1431,PEQUANNOCK TWP,2.465,2.0472362091061256
MORRIS,1432,RANDOLPH TWP,2.625,2.483364313432132
MORRIS,1433,RIVERDALE BORO,1.908,1.826197262442382
MORRIS,1434,ROCKAWAY BORO,3.146,3.000049441111472
MORRIS,1435,ROCKAWAY TWP,2.8409999999999997,2.638114452239053
MORRIS,1436,ROXBURY TWP,2.629,2.6623116366727233
MORRIS,1437,VICTORY GARDENS BORO,2.852,2.387446719231813
MORRIS,1438,WASHINGTON TWP,2.639,2.577310625968711
MORRIS,1439,WHARTON BORO,2.947,2.8712329051987937
OCEAN,1501,BARNEGAT TWP,2.791,2.6028269422656964
OCEAN,1502,BARNEGAT LIGHT BORO,0.903,0.8716648370648981
OCEAN,1503,BAY HEAD BORO,0.876,0.8232395416250695
OCEAN,1504,BEACH HAVEN BORO,1.121,1.0212271610129393
OCEAN,1505,BEACHWOOD BORO,2.5309999999999997,2.2143952744451196
OCEAN,1506,BERKELEY TWP,2.229,1.9939396394874493
OCEAN,1507,BRICK TWP,2.296,2.085249395329759
OCEAN,1508,DOVER TWP,2.4259999999999997,1.9210599991441404
OCEAN,1509,EAGLESWOOD TWP,2.7119999999999997,2.6471596866055394
OCEAN,1510,HARVEY CEDARS BORO,0.928,0.9340413125771826
OCEAN,1511,ISLAND HEIGHTS BORO,2.006,1.9810909194065676
OCEAN,1512,JACKSON TWP,2.368,2.0539586407876174
OCEAN,1513,LACEY TWP,2.154,2.1353100062951396
OCEAN,1514,LAKEHURST BORO,3.183,2.8175641116975245
OCEAN,1515,LAKEWOOD TWP,2.205,1.8893272066343472
OCEAN,1516,LAVALLETTE BORO,0.821,0.827924038240028
OCEAN,1517,LITTLE EGG HARBOR TWP,2.585,2.4501537094261874
OCEAN,1518,LONG BEACH TWP,0.994,0.878063854862556
OCEAN,1519,MANCHESTER TWP,2.11,2.1296051246186245
OCEAN,1520,MANTOLOKING BORO,0.712,0.6677624216802184
OCEAN,1521,OCEAN TWP,2.109,1.8867188452898591
OCEAN,1522,OCEAN GATE BORO,2.683,2.3472348818665933
OCEAN,1523,PINE BEACH BORO,2.5,2.0882242701317826
OCEAN,1524,PLUMSTED TWP,2.38,2.0558760725015244
OCEAN,1525,POINT PLEASANT BORO,2.086,1.8956497745065637
OCEAN,1526,PT PLEASANT BEACH BORO,1.581,1.4414324013498436
OCEAN,1527,SEASIDE HEIGHTS BORO,2.428,2.2388301457204203
OCEAN,1528,SEASIDE PARK BORO,1.503,1.45994446210752
OCEAN,1529,SHIP BOTTOM BORO,1.057,0.9648919660387164
OCEAN,1530,SOUTH TOMS RIVER BORO,2.985,2.861502926965949
OCEAN,1531,STAFFORD TWP,2.3249999999999997,2.0676912818812654
OCEAN,1532,SURF CITY BORO,0.873,0.8975132756401126
OCEAN,1533,TUCKERTON BORO,2.62,2.559926002229522
PASSAIC,1601,BLOOMINGDALE BORO,4.362,3.728358862557515
PASSAIC,1602,CLIFTON CITY,5.493,2.7655042397610368
PASSAIC,1603,HALEDON BORO,4.835,3.912221943471851
PASSAIC,1604,HAWTHORNE BORO,2.851,2.8402581510811324
PASSAIC,1605,LITTLE FALLS TWP,3.183,2.8721916156960887
PASSAIC,1606,NORTH HALEDON BORO,2.888,2.4459863235456742
PASSAIC,1607,PASSAIC CITY,3.731,2.734828378581549
PASSAIC,1608,PATERSON CITY,4.175000000000001,3.5276204934977207
PASSAIC,1609,POMPTON LAKES BORO,3.7569999999999997,3.5406321728645307
PASSAIC,1610,PROSPECT PARK BORO,5.23,4.0161116850625405
PASSAIC,1611,RINGWOOD BORO,3.868,3.205504997864207
PASSAIC,1612,TOTOWA BORO,2.4219999999999997,2.3479841297973385
PASSAIC,1613,WANAQUE BORO,4.003,3.2762436447842944
PASSAIC,1614,WAYNE TWP,5.623,2.6911852939138288
PASSAIC,1615,WEST MILFORD TWP,3.745,3.2682159513930324
PASSAIC,1616,WEST PATERSON BORO,3.186,2.843983193974464
SALEM,1701,ALLOWAY TOWNSHIP,3.0989999999999998,2.9639726030512104
SALEM,1702,CARNEYS POINT TOWNSHIP,3.347,3.379193568956005
SALEM,1703,ELMER BORO,3.7769999999999997,3.4623188904502467
SALEM,1704,ELSINBORO TWP,2.822,3.156980767168761
SALEM,1705,LOWER ALLOWAY CREEK TWP,1.5099999999999998,1.2171460298259256
SALEM,1706,MANNINGTON TWP,3.1799999999999997,3.162001058114647
SALEM,1707,OLDMANS TWP,2.7119999999999997,2.572681033490744
SALEM,1708,PENNS GROVE BORO,5.009,5.208617452251288
SALEM,1709,PENNSVILLE TWP,4.4830000000000005,4.296346754933528
SALEM,1710,PILESGROVE TWP,3.249,3.3058396316980576
SALEM,1711,PITTSGROVE TWP,3.634,3.3262212368991984
SALEM,1712,QUINTON TWP,3.089,3.1303783671786385
SALEM,1713,SALEM CITY,7.112,6.296147200225392
SALEM,1714,UPPER PITTSGROVE TWP,2.723,2.7462890958166506
SALEM,1715,WOODSTOWN BORO,3.739,3.7728091154893466
SOMERSET,1801,BEDMINSTER TWP,1.3829999999999998,1.3750120376208965
SOMERSET,1802,BERNARDS TWP,2.094,2.0223754788333483
SOMERSET,1803,BERNARDSVILLE BORO,2.104,2.063285428753945
SOMERSET,1804,BOUND BROOK BORO,3.0869999999999997,3.0390395453536803
SOMERSET,1805,BRANCHBURG TWP,2.143,2.0826026178085244
SOMERSET,1806,BRIDGEWATER TWP,2.0749999999999997,2.0339183017266373
SOMERSET,1807,FAR HILLS BORO,1.357,1.3415945360689423
SOMERSET,1808,FRANKLIN TWP,2.197,2.1724926321301288
SOMERSET,1809,GREEN BROOK TWP,2.622,2.5832817991304537
SOMERSET,1810,HILLSBOROUGH TWP,2.34,2.266067747228446
SOMERSET,1811,MANVILLE BORO,3.149,3.068799931977715
SOMERSET,1812,MILLSTONE BORO,2.5789999999999997,2.3927540731105252
SOMERSET,1813,MONTGOMERY TWP,3.1189999999999998,2.501677802258255
SOMERSET,1814,NORTH PLAINFIELD BORO,3.912,3.3508864458329692
SOMERSET,1815,PEAPACK GLADSTONE BORO,1.8789999999999998,1.8532270327669866
SOMERSET,1816,RARITAN BORO,2.5589999999999997,2.3901432167847023
SOMERSET,1817,ROCKY HILL BORO,2.3819999999999997,2.340124866273275
SOMERSET,1818,SOMERVILLE BORO,3.6599999999999997,3.1925291206032136
SOMERSET,1819,SO BOUND BROOK BORO,3.3169999999999997,2.885391004452186
SOMERSET,1820,WARREN TWP,2.07,2.051374619597719
SOMERSET,1821,WATCHUNG BORO,2.1279999999999997,2.109495128296317
SUSSEX,1901,ANDOVER BORO,3.008,2.9563136736983906
SUSSEX,1902,ANDOVER TWP,3.737,3.3929533127415734
SUSSEX,1903,BRANCHVILLE BORO,2.292,2.255421962858694
SUSSEX,1904,BYRAM TWP,3.574,3.3234614842872205
SUSSEX,1905,FRANKFORD TWP,2.6519999999999997,2.4042477382112746
SUSSEX,1906,FRANKLIN BORO,3.975,3.7254689146220485
SUSSEX,1907,FREDON TWP,2.975,2.9998811470939217
SUSSEX,1908,GREEN TWP,3.54,3.234831904528494
SUSSEX,1909,HAMBURG BORO,4.284000000000001,3.879259330756038
SUSSEX,1910,HAMPTON TWP,2.9859999999999998,2.653335516200789
SUSSEX,1911,HARDYSTON TWP,2.895,2.697178623308204
SUSSEX,1912,HOPATCONG BORO,3.3369999999999997,2.8134292538955776
SUSSEX,1913,LAFAYETTE TWP,2.863,2.610716258453613
SUSSEX,1914,MONTAGUE TWP,2.919,2.691732154714762
SUSSEX,1915,NEWTON TOWN,4.423,3.789559979362081
SUSSEX,1916,OGDENSBURG BORO,3.713,3.6323887958104013
SUSSEX,1917,SANDYSTON TWP,2.719,2.433208726161542
SUSSEX,1918,SPARTA TWP,3.4,3.0946061262661235
SUSSEX,1919,STANHOPE BORO,4.24,3.7602098424941306
SUSSEX,1920,STILLWATER TWP,3.209,2.805327887261497
SUSSEX,1921,SUSSEX BORO,3.258,3.06704316541453
SUSSEX,1922,VERNON TWP,3.13,3.061568019442244
SUSSEX,1923,WALPACK TWP,0.752,0.5785086241884784
SUSSEX,1924,WANTAGE TWP,2.767,2.644487956255801
UNION,2001,BERKELEY HEIGHTS TWP,4.198,2.189551282284948
UNION,2002,CLARK TWP,8.745,2.341697058101367
UNION,2003,CRANFORD TWP,6.562,2.295699753317067
UNION,2004,ELIZABETH CITY,29.271,3.098689449759805
UNION,2005,FANWOOD BORO,2.697,2.68552079299138
UNION,2006,GARWOOD BORO,2.517,2.520732634337074
UNION,2007,HILLSIDE TWP,7.841,3.4668999670561944
UNION,2008,KENILWORTH BORO,5.1240000000000006,2.6146591700281507
UNION,2009,LINDEN CITY,6.912,2.972389236535558
UNION,2010,MOUNTAINSIDE BORO,7.474,2.0199915271361424
UNION,2011,NEW PROVIDENCE BORO,4.9,2.3375809933246026
UNION,2012,PLAINFIELD CITY,8.360999999999999,3.6250321778226633
UNION,2013,RAHWAY CITY,6.925000000000001,3.315447822850141
UNION,2014,ROSELLE BORO,8.458,4.195003380393496
UNION,2015,ROSELLE PARK BORO,4.086,3.4541735446025528
UNION,2016,SCOTCH PLAINS TWP,11.212,2.5167300891139197
UNION,2017,SPRINGFIELD TWP,7.329000000000001,2.8226054770810176
UNION,2018,SUMMIT CITY,4.36,1.8361603117775263
UNION,2019,UNION TWP,20.002000000000002,2.987642836250852
UNION,2020,WESTFIELD TOWN,2.158,2.194056468953736
UNION,2021,WINFIELD TWP,20.397000000000002,20.388234248493145
WARREN,2101,ALLAMUCHY TWP,2.953,2.5364640763574084
WARREN,2102,ALPHA BORO,3.1919999999999997,3.103099623314752
WARREN,2103,BELVIDERE TOWN,5.695,3.7391418103096012
WARREN,2104,BLAIRSTOWN TWP,2.472,2.4087384524450273
WARREN,2105,FRANKLIN TWP,3.002,3.075397248029559
WARREN,2106,FRELINGHUYSEN TWP,2.502,2.5403747821006464
WARREN,2107,GREENWICH TWP,3.332,2.8146323825845934
WARREN,2108,HACKETTSTOWN TOWN,3.129,3.1053484473125463
WARREN,2109,HARDWICK TWP,3.2399999999999998,2.5584023929922783
WARREN,2110,HARMONY TWP,2.445,2.1500626167497585
WARREN,2111,HOPE TWP,3.013,2.720995336935113
WARREN,2112,INDEPENDENCE TWP,3.372,2.868513900728296
WARREN,2113,KNOWLTON TWP,3.5989999999999998,2.8201216096445805
WARREN,2114,LIBERTY TWP,3.1679999999999997,2.8589637617382126
WARREN,2115,LOPATCONG TWP,2.955,2.9216975266206164
WARREN,2116,MANSFIELD TWP,3.4779999999999998,3.117513894770472
WARREN,2117,OXFORD TWP,4.172000000000001,3.665687595446656
WARREN,2119,PHILLIPSBURG TOWN,4.042000000000001,3.84090400079146
WARREN,2120,POHATCONG TWP,3.964,3.7223803233758916
WARREN,2121,WASHINGTON BORO,5.1610000000000005,4.220585941636867
WARREN,2122,WASHINGTON TWP,3.6279999999999997,3.442112264888704
WARREN,2123,WHITE TWP,2.182,2.1258694944496823
